sent_id,id,token,lemma,pos,synt_tag,head_id,head_tok
1,1,백설白雪이,백설+白雪+이,NOUN,nsubj,2,분분紛紛한
1,2,분분紛紛한,분분紛紛+하+ㄴ,VERB,amod,3,날에
1,3,날에,날+에,ADV,obl,11,희거다
1,5,임의직,임의직,NOUN,compound,6,백설이
1,6,백설이,백설+이,NOUN,nsubj,7,분분한
1,7,분분한,분분+하+ㄴ,VERB,acl,8,날에
1,8,날에,날+에,ADV,obl,11,희거다
1,9,천지天地가,천지天地+가,NOUN,nsubj,11,희거다
1,10,다,다,ADV,advmod,11,희거다
1,11,희거다,희+이+거,SCONJ,ccomp,14,입고
1,12,우의羽衣를,우의羽衣+를,NOUN,obj,13,떨쳐
1,13,떨쳐,떨치+어,SCONJ,ccomp,14,입고
1,14,입고,입+고,CCONJ,root,0,.
1,15,구당丘堂에,구당+丘堂+에,ADV,obl,16,올라가니
1,16,올라가니,오르+아+가+니,SCONJ,conj,14,입고
1,17,어즈버,어즈버,NOUN,compound,18,천산백옥경天山白玉京을
1,18,천산백옥경天山白玉京을,천산백옥경天山白玉京+을,NOUN,obj,21,하노라
1,19,미처,미처,ADV,advmod,21,하노라
1,20,본가,본가,NOUN,dep,21,하노라
1,21,하노라,하+노라,SCONJ,ccomp,27,“흰
1,22,임의직任義直,임의직任義直,NOUN,advcl,34,희다
1,24,생몰연대,생몰+연대,NOUN,compound,25,미상의
1,25,미상의,미상+의,NOUN,nmod,26,작품으로
1,26,작품으로,작품+으로,ADV,advcl,27,“흰
1,27,“흰,“르+ㄴ,VERB,acl,28,눈이
1,28,눈이,눈+이,NOUN,nsubj,30,날리니
1,29,어지러이,어지러이,ADV,advmod,30,날리니
1,30,날리니,날리+니,VERB,acl,32,세상이
1,31,온,오+ㄴ,VERB,compound,30,날리니
1,32,세상이,세상+이,NOUN,nsubj,34,희다
1,33,다,다,ADV,advmod,34,희다
1,34,희다,희+이+다,VERB,conj,14,입고
2,1,신선이,신선+이,NOUN,nsubj,2,입는다는
2,2,입는다는,입+는다는,VERB,acl,3,새의
2,3,새의,새+의,NOUN,nmod,4,깃으로
2,4,깃으로,깃+으로,ADV,advcl,5,만든
2,5,만든,만들+ㄴ,VERB,acl,6,옷처럼
2,6,옷처럼,옷+처럼,ADV,advcl,7,차려입고
2,7,차려입고,차려입+고,CCONJ,root,0,.
2,8,언덕,언덕,NOUN,compound,9,위에
2,9,위에,위+에,ADV,obl,10,오르니
2,10,오르니,오르+니,SCONJ,conj,7,차려입고
2,11,아,아,NOUN,compound,17,듯하구나
2,13,하늘의,하늘+의,NOUN,nmod,14,궁전을
2,14,궁전을,궁전+을,NOUN,obj,16,본
2,15,이미,이미,ADV,advmod,16,본
2,16,본,보+ㄴ,VERB,ccomp,17,듯하구나
2,17,듯하구나,듯+하+구나,VERB,ccomp,19,하는
2,19,하는,하+는,VERB,acl,20,시조로
2,20,시조로,시조+로,ADV,advcl,22,즐기는
2,21,겨울을,겨울+을,NOUN,obj,22,즐기는
2,22,즐기는,즐기+는,VERB,acl,23,법이
2,23,법이,법+이,NOUN,nsubj,25,있다
2,24,여기에,여기+에,ADV,obl,25,있다
2,25,있다,있+다,ADJ,conj,7,차려입고
3,1,눈은,눈+은,NOUN,dislocated,3,볼
3,2,겨울에만,겨울+에+만,ADV,advcl,3,볼
3,3,볼,보+ㄹ,VERB,ccomp,8,축복이다
3,4,수,수,NOUN,obl,3,볼
3,5,있으니,있+으니,SCONJ,fixed,4,수
3,6,계절이,계절+이,NOUN,nsubj,7,주는
3,7,주는,주+는,VERB,ccomp,8,축복이다
3,8,축복이다,축복+이+다,VERB,root,0,.
4,1,눈이,눈+이,NOUN,nsubj,2,내리는
4,2,내리는,내리+는,VERB,acl,3,모습만으로도
4,3,모습만으로도,모습+만+으로+도,ADV,advcl,6,젖게
4,4,우리를,우리+를,PRON,obj,6,젖게
4,5,동심에,동심+에,ADV,obl,6,젖게
4,6,젖게,젖+게,VERB,root,0,.
4,7,한다,하,AUX,aux,6,젖게
5,1,세상의,세상+의,NOUN,nmod,2,더러움을
5,2,더러움을,더러움+을,NOUN,obj,4,감춰
5,3,모두,모두,ADV,advmod,4,감춰
5,4,감춰,감추+어,VERB,amod,12,듯하다
5,5,주니,주+니,SCONJ,mark,4,감춰
5,6,마치,마치,ADV,advmod,11,펼쳐진
5,7,천상의,천상+의,NOUN,nmod,8,세계가
5,8,세계가,세계+가,NOUN,nsubj,11,펼쳐진
5,9,눈,눈,NOUN,compound,10,앞에
5,10,앞에,앞+에,ADV,obl,11,펼쳐진
5,11,펼쳐진,펼치+어+지+ㄴ,VERB,acl,12,듯하다
5,12,듯하다,듯+하+다,VERB,root,0,.
6,1,이런,이렇+ㄴ,VERB,amod,2,날에는
6,2,날에는,날+에+는,NOUN,dislocated,11,어떨까
6,3,내가,내+가,PRON,nsubj,5,된
6,4,신선이,신선+이,NOUN,csubj,5,된
6,5,된,되+ㄴ,VERB,acl,6,듯한
6,6,듯한,듯+하+ㄴ,VERB,amod,7,상념에
6,7,상념에,상념+에,ADV,obl,8,젖는
6,8,젖는,젖+는,VERB,acl,9,호사를
6,9,호사를,호사+를,NOUN,obj,10,누려봄이
6,10,누려봄이,누려+이+ㅁ+이,NOUN,ccomp,11,어떨까
6,11,어떨까,어떻+ㄹ까,VERB,root,0,.
7,1,*,*,NOUN,compound,2,현대시조
7,2,현대시조,현대+시조,NOUN,compound,3,상像
7,3,상像,상像,NOUN,compound,4,김승규
7,4,김승규,김승규,NOUN,dep,5,가린
7,5,가린,가리+ㄴ,VERB,acl,7,정釘
7,6,돌,돌,NOUN,compound,7,정釘
7,7,정釘,정釘,NOUN,compound,8,끝으로
7,8,끝으로,끝+으로,ADV,advcl,10,걷어내다
7,9,낱낱이,낱낱이,ADV,advmod,10,걷어내다
7,10,걷어내다,걷+어+내+다,SCONJ,ccomp,22,시인이다
7,11,실핏줄,실핏줄,NOUN,compound,15,지경까지
7,12,그,그,DET,det,15,지경까지
7,13,하나하나,하나하나,ADV,advmod,21,나온
7,14,꿈틀댈,꿈틀댈,NOUN,compound,15,지경까지
7,15,지경까지,지경+까지,ADV,advcl,21,나온
7,16,김승규金承奎,김승규+金承奎,NOUN,compound,18,년
7,17,~:,~:,NUM,nummod,18,년
7,18,년,년,NOUN,obl,21,나온
7,19,중앙일보,중앙+일보,NOUN,compound,20,신춘문예로
7,20,신춘문예로,신춘+문예+로,ADV,advcl,21,나온
7,21,나온,나오+ㄴ,VERB,ccomp,22,시인이다
7,22,시인이다,시인+이+다,VERB,root,0,.
8,1,이,이,DET,det,2,작품
8,2,작품,작품,NOUN,compound,3,‘
8,3,‘,‘,NOUN,compound,5,’은
8,4,상像,상像,NOUN,compound,5,’은
8,5,’은,’+은,NOUN,dislocated,12,표현하고
8,6,돌,돌,NOUN,compound,7,속에
8,7,속에,속+에,ADV,obl,8,숨어
8,8,숨어,숨+어,VERB,acl,11,모습을
8,9,있는,있,AUX,aux,8,숨어
8,10,어떤,어떻+ㄴ,VERB,amod,11,모습을
8,11,모습을,모습+을,NOUN,obj,12,표현하고
8,12,표현하고,표현+하+고,VERB,ccomp,24,한다
8,13,있는데,있,AUX,aux,12,표현하고
8,14,대개,대개,ADV,advmod,19,숨어
8,15,돌,돌,NOUN,compound,16,속엔
8,16,속엔,속+에+는,NOUN,dislocated,19,숨어
8,17,꽃,꽃,NOUN,compound,18,모양이
8,18,모양이,모양+이,NOUN,nsubj,19,숨어
8,19,숨어,숨+어,VERB,ccomp,23,‘꽃돌’이라고
8,20,있어,있,AUX,aux,19,숨어
8,21,이런,이렇+ㄴ,VERB,amod,22,돌을
8,22,돌을,돌+을,NOUN,obj,23,‘꽃돌’이라고
8,23,‘꽃돌’이라고,‘꽃돌+’+이+라+고,VERB,root,0,.
8,24,한다,하+ㄴ다,VERB,conj,23,‘꽃돌’이라고
9,1,이,이,DET,det,2,작품을
9,2,작품을,작품+을,NOUN,obj,3,대하고
9,3,대하고,대하+고,VERB,ccomp,8,떠오른다
9,4,보니,보+니,SCONJ,mark,3,대하고
9,5,경북,경북,PROPN,nmod,7,꽃돌이
9,6,청송의,청송+의,NOUN,flat,5,경북
9,7,꽃돌이,꽃돌이,NOUN,nsubj,8,떠오른다
9,8,떠오른다,떠오르+ㄴ다,VERB,root,0,.
10,1,돌,돌,NOUN,compound,2,속에
10,2,속에,속+에,ADV,obl,7,숨어
10,3,국화꽃이,국화꽃+이,NOUN,nsubj,7,숨어
10,5,또,또,CCONJ,advmod,7,숨어
10,6,매화꽃이,매화꽃+이,NOUN,nsubj,7,숨어
10,7,숨어,숨+어,VERB,ccomp,11,피어나는
10,8,있다가,있,AUX,aux,7,숨어
10,9,석공의,석공+의,NOUN,nmod,10,손끝에서
10,10,손끝에서,손끝+에서,ADV,advcl,11,피어나는
10,11,피어나는,피+어+나+는,VERB,acl,12,모습이
10,12,모습이,모습+이,NOUN,nsubj,14,선하다
10,13,눈에,눈+에,ADV,obl,14,선하다
10,14,선하다,선+하+다,VERB,root,0,.
11,1,이,이,DET,det,2,작품은
11,2,작품은,작품+은,NOUN,dislocated,13,표현하고
11,3,그런,그렇+ㄴ,VERB,amod,4,꽃돌
11,4,꽃돌,꽃돌,NOUN,compound,5,속에서
11,5,속에서,속+에서,ADV,advcl,11,피어나는
11,6,석공의,석공+의,NOUN,nmod,7,손길에
11,7,손길에,손길+에,ADV,obl,8,따라
11,8,따라,따르+아,SCONJ,ccomp,11,피어나는
11,9,어떤,어떻+ㄴ,VERB,amod,10,형상이
11,10,형상이,형상+이,NOUN,nsubj,11,피어나는
11,11,피어나는,피+어+나+는,VERB,acl,12,과정을
11,12,과정을,과정+을,NOUN,obj,13,표현하고
11,13,표현하고,표현+하+고,VERB,root,0,.
11,14,있다,있,AUX,aux,13,표현하고
12,1,초장에서는,초장+에서+는,NOUN,dislocated,8,나타나
12,2,돌,돌,NOUN,compound,3,속에
12,3,속에,속+에,ADV,obl,4,숨은
12,4,숨은,숨+은,VERB,acl,5,형상을
12,5,형상을,형상+을,NOUN,obj,6,상상하는
12,6,상상하는,상상+하+는,VERB,acl,7,간절함이
12,7,간절함이,간절+하+ㅁ+이,NOUN,nsubj,8,나타나
12,8,나타나,나타나+아,VERB,root,0,.
12,9,있고,있,AUX,aux,8,나타나
12,11,중장에선,중장+에서+ㄴ,NOUN,dislocated,18,표현하였으며
12,12,석공이,석공+이,NOUN,nsubj,16,쪼아내는
12,13,정,정,NOUN,compound,14,끝으로
12,14,끝으로,끝+으로,ADV,advcl,16,쪼아내는
12,15,돌을,돌+을,NOUN,obj,16,쪼아내는
12,16,쪼아내는,쪼+아+내+는,VERB,acl,17,과정을
12,17,과정을,과정+을,NOUN,obj,18,표현하였으며
12,18,표현하였으며,표현+하+었+으며,SCONJ,ccomp,29,보여주고
12,20,종장에서는,종장+에서+는,NOUN,dislocated,27,만들어내는
12,21,섬세하게,섬세+하+게,SCONJ,xcomp,23,다듬어내
12,22,쪼고,쪼+고,CCONJ,ccomp,27,만들어내는
12,23,다듬어내,다듬+어+내+어,SCONJ,conj,22,쪼고
12,24,살아,살+아,VERB,acl,26,현상을
12,25,있는,있,AUX,aux,24,살아
12,26,현상을,현상+을,NOUN,obj,27,만들어내는
12,27,만들어내는,만들+어+내+는,VERB,acl,28,모습을
12,28,모습을,모습+을,NOUN,obj,29,보여주고
12,29,보여주고,보이+어+주+고,VERB,conj,8,나타나
12,30,있다,있,AUX,aux,29,보여주고
13,1,재미한국학교협의회,재미+한국+학교+협의회,NOUN,compound,2,주도권을
13,2,주도권을,주도권+을,NOUN,obj,3,둘러싼
13,3,둘러싼,둘러싸+ㄴ,VERB,acl,4,선생님들
13,4,선생님들,선생님+들,NOUN,compound,5,간의
13,5,간의,간+의,NOUN,nmod,6,분규가
13,6,분규가,분규+가,NOUN,nsubj,8,치달은
13,7,법정시비로,법정+시비+로,ADV,advcl,8,치달은
13,8,치달은,치달+은,VERB,acl,9,끝에
13,9,끝에,끝+에,ADV,obl,11,나왔다
13,10,최종판결이,최종+판결+이,NOUN,nsubj,11,나왔다
13,11,나왔다,나오+았+다,VERB,root,0,.
14,1,분규,분규,NOUN,compound,2,발생으로
14,2,발생으로,발생+으로,ADV,advcl,3,치면
14,3,치면,치+면,SCONJ,ccomp,5,만이다
14,4,년,년,NOUN,compound,5,만이다
14,5,만이다,만+이+다,VERB,root,0,.
15,1,최종판결이기는,최종+판결+이+기+는,NOUN,dislocated,2,하지만
15,2,하지만,하+지만,SCONJ,ccomp,13,한다
15,3,이는,이+는,PRON,dislocated,5,최종판결이고
15,4,약식재판의,약식+재판+의,NOUN,nmod,5,최종판결이고
15,5,최종판결이고,최종+판결+이+고,CCONJ,root,0,.
15,7,불복해,불복+하+어,SCONJ,ccomp,9,가면
15,8,본안소송으로,본안+소송+으로,ADV,advcl,9,가면
15,9,가면,가+면,SCONJ,ccomp,12,이뤄진다고
15,10,또,또,ADV,advmod,12,이뤄진다고
15,11,재판이,재판+이,NOUN,nsubj,12,이뤄진다고
15,12,이뤄진다고,이루+어+지+ㄴ다+고,VERB,conj,5,최종판결이고
15,13,한다,하+ㄴ다,VERB,conj,5,최종판결이고
16,1,낙스,낙스,PROPN,compound,2,분규는
16,2,분규는,분규+는,NOUN,dislocated,11,비롯됐다
16,3,연합회장들로,연합+회장+들+로,ADV,advcl,4,구성된
16,4,구성된,구성+되+ㄴ,VERB,acl,6,측이
16,5,이사회,이사회,NOUN,compound,6,측이
16,6,측이,측+이,NOUN,nsubj,9,해임한
16,7,총회장을,총회장+을,NOUN,obj,9,해임한
16,8,전격,전격,NOUN,compound,9,해임한
16,9,해임한,해임+하+ㄴ,VERB,acl,10,데서
16,10,데서,데+서,ADV,advcl,11,비롯됐다
16,11,비롯됐다,비롯+되+었+다,VERB,root,0,.
17,1,전임,전임,NOUN,compound,2,총회장을
17,2,총회장을,총회장+을,NOUN,obj,3,지냈던
17,3,지냈던,지내+ㅆ+던,VERB,acl,5,미시간협의회장이
17,4,김선미,김선미,PROPN,compound,5,미시간협의회장이
17,5,미시간협의회장이,미시간+협의회+이,NOUN,nsubj,9,주도했고
17,6,당시,당시,NOUN,obl,9,주도했고
17,7,이사회,이사회,NOUN,compound,8,측을
17,8,측을,측+을,NOUN,obj,9,주도했고
17,9,주도했고,주도+하+었+고,CCONJ,root,0,.
17,11,이들은,이+들+은,PRON,dislocated,18,선출했다
17,12,북가주협의회,북가+주협+의회,NOUN,compound,13,소속의
17,13,소속의,소속+의,NOUN,nmod,15,선생을
17,14,손민호,손민호,NOUN,compound,15,선생을
17,15,선생을,선생+을,NOUN,obj,18,선출했다
17,16,새로운,새롭+ㄴ,ADJ,amod,17,총회장으로
17,17,총회장으로,총회장+으로,ADV,advcl,18,선출했다
17,18,선출했다,선출+하+었+다,VERB,conj,9,주도했고
18,1,하지만,하지만,CCONJ,cc,9,당하지만은
18,2,메릴랜드,메릴랜드,PROPN,compound,3,지역에
18,3,지역에,지역+에,ADV,obl,4,있는
18,4,있는,있+는,ADJ,amod,7,총회장은
18,5,당시,당시,NOUN,compound,7,총회장은
18,6,추성희,추성희,NOUN,compound,7,총회장은
18,7,총회장은,총회장+은,NOUN,dislocated,9,당하지만은
18,8,속절없이,속절없이,ADV,advmod,9,당하지만은
18,9,당하지만은,당하+지+만+은,NOUN,root,0,.
18,10,않았다,않,AUX,aux,9,당하지만은
19,1,그는,그+는,PRON,dislocated,12,제소했다
19,2,새로운,새롭+ㄴ,ADJ,amod,3,이사회를
19,3,이사회를,이사회+를,NOUN,obj,4,구성하고
19,4,구성하고,구성+하+고,CCONJ,root,0,.
19,6,상대편인,상대편+이+ㄴ,VERB,acl,8,총회장과
19,7,손민호,손민호,PROPN,compound,8,총회장과
19,8,총회장과,총회장+과,CCONJ,obj,12,제소했다
19,9,이기훈,이기훈,PROPN,compound,10,이사장을
19,10,이사장을,이사장+을,NOUN,conj,8,총회장과
19,11,법정에,법정+에,ADV,obl,12,제소했다
19,12,제소했다,제소+하+었+다,VERB,conj,4,구성하고
20,1,소송이,소송+이,NOUN,nsubj,2,진행되는
20,2,진행되는,진행+되+는,VERB,acl,3,사이
20,3,사이,사이,NOUN,obl,13,선출했다
20,4,추성희,추성희,NOUN,compound,5,총회장
20,5,총회장,총회장,NOUN,compound,6,측은
20,6,측은,측+은,NOUN,dislocated,13,선출했다
20,7,같은,같+ㄴ,ADJ,amod,8,지역의
20,8,지역의,지역+의,NOUN,nmod,10,선생을
20,9,권예순,권예순,NOUN,compound,10,선생을
20,10,선생을,선생+을,NOUN,obj,13,선출했다
20,11,새,새,ADJ,amod,12,총회장으로
20,12,총회장으로,총회장+으로,ADV,advcl,13,선출했다
20,13,선출했다,선출+하+었+다,VERB,root,0,.
21,1,이렇게,이렇+게,SCONJ,xcomp,5,진행된
21,2,만,만,NUM,nummod,3,년에
21,3,년에,년+에,ADV,obl,4,걸쳐
21,4,걸쳐,걸치+어,SCONJ,ccomp,5,진행된
21,5,진행된,진행+되+ㄴ,VERB,acl,6,분규의
21,6,분규의,분규+의,NOUN,nmod,8,결과가
21,7,재판,재판,NOUN,compound,8,결과가
21,8,결과가,결과+가,NOUN,nsubj,10,발표됐다
21,9,최근,최근,NOUN,compound,10,발표됐다
21,10,발표됐다,발표+되+었+다,VERB,root,0,.
22,1,권예순,권예순,NOUN,compound,2,회장
22,2,회장,회장,NOUN,compound,3,측은
22,3,측은,측+은,NOUN,dislocated,31,소개했다
22,4,“년,“년,NOUN,compound,6,전통을
22,5,역사와,역사+와,CCONJ,obj,7,지닌
22,6,전통을,전통+을,NOUN,conj,5,역사와
22,7,지닌,지니+ㄴ,VERB,acl,8,낙스가
22,8,낙스가,낙스+가,NOUN,nsubj,11,발생한
22,9,년,년,NOUN,compound,10,말
22,10,말,말,NOUN,compound,11,발생한
22,11,발생한,발생+하+ㄴ,VERB,acl,16,사태를
22,12,내부,내부,NOUN,compound,13,갈등과
22,13,갈등과,갈등+과,CCONJ,compound,16,사태를
22,14,조직,조직,NOUN,compound,15,분열
22,15,분열,분열,NOUN,compound,16,사태를
22,16,사태를,사태+를,NOUN,obj,19,종결짓고
22,17,마침내,마침내,ADV,advmod,19,종결짓고
22,18,법적으로,법+적+으로,ADV,advcl,19,종결짓고
22,19,종결짓고,종결짓+고,CCONJ,root,0,.
22,20,합법적,합법+적,NOUN,amod,21,대표성과
22,21,대표성과,대표성+과,CCONJ,obj,29,회복했다”고
22,22,운영권,운영권,NOUN,conj,21,대표성과
22,24,재정권,재정권,NOUN,conj,21,대표성과
22,26,그리고,그리고,CCONJ,cc,27,명예를
22,27,명예를,명예+를,NOUN,conj,21,대표성과
22,28,완전히,완전+히,ADV,advmod,29,회복했다”고
22,29,회복했다”고,회복+하+었+다”고,SCONJ,conj,19,종결짓고
22,30,언론에,언론+에,ADV,obl,31,소개했다
22,31,소개했다,소개+하+었+다,VERB,conj,19,종결짓고
23,1,최근,최근,NOUN,compound,3,법원이
23,2,메릴랜드,메릴랜드,PROPN,compound,3,법원이
23,3,법원이,법원+이,NOUN,nsubj,4,내린
23,4,내린,내리+ㄴ,VERB,acl,6,판결문을
23,5,최종,최종,NOUN,compound,6,판결문을
23,6,판결문을,판결문+을,NOUN,obj,7,보면
23,7,보면,보+면,SCONJ,ccomp,19,인정한다
23,8,△권예순,△권+예순,NOUN,compound,9,제대
23,9,제대,제대,NOUN,compound,10,총회장과
23,10,총회장과,총회장+과,CCONJ,dislocated,18,대표자임을
23,11,최미영,최미영,PROPN,compound,12,제대
23,12,제대,제대,NOUN,compound,13,이사장은
23,13,이사장은,이사장+은,NOUN,conj,10,총회장과
23,14,합법적으로,합법+적+으로,ADV,advcl,15,선출된
23,15,선출된,선출+되+ㄴ,VERB,acl,18,대표자임을
23,16,낙스의,낙스+의,NOUN,nmod,18,대표자임을
23,17,정당한,정당+하+ㄴ,VERB,amod,18,대표자임을
23,18,대표자임을,대표자+이+ㅁ+을,NOUN,obj,19,인정한다
23,19,인정한다,인정+하+ㄴ다,SCONJ,ccomp,20,△피고
23,20,△피고,△피+고,CCONJ,root,0,.
23,21,손민호,손민호,PROPN,compound,22,씨와
23,22,씨와,씨+와,CCONJ,nsubj,27,주장한
23,23,이기훈,이기훈,PROPN,compound,24,씨가
23,24,씨가,씨+가,NOUN,nsubj,27,주장한
23,25,년,년,NOUN,compound,26,이후
23,26,이후,이후,NOUN,compound,27,주장한
23,27,주장한,주장+하+ㄴ,VERB,acl,29,대표성은
23,28,낙스,낙스,PROPN,compound,29,대표성은
23,29,대표성은,대표성+은,NOUN,dislocated,31,인정되지
23,30,법적으로,법+적+으로,ADV,advcl,31,인정되지
23,31,인정되지,인정+되+지,VERB,acl,45,위탁변호사
23,32,않는다,않,AUX,aux,31,인정되지
23,33,△피고들은,△피고+들+은,NOUN,dislocated,45,위탁변호사
23,34,낙스,낙스,PROPN,compound,35,은행
23,35,은행,은행,NOUN,compound,36,계좌에서
23,36,계좌에서,계좌+에서,ADV,advcl,38,유출한
23,37,불법,불법,NOUN,compound,38,유출한
23,38,유출한,유출+하+ㄴ,VERB,acl,39,미화
23,39,미화,미화,NOUN,compound,45,위탁변호사
23,41,달러를,달러+를,NOUN,conj,39,미화
23,42,일,일,NOUN,compound,43,이내에
23,43,이내에,이내+에,ADV,obl,45,위탁변호사
23,44,낙스의,낙스+의,NOUN,nmod,45,위탁변호사
23,45,위탁변호사,위탁+변호사,NOUN,conj,20,△피고
24,1,계좌로,계좌+로,ADV,advcl,2,반환해야
24,2,반환해야,반환+하+어야,VERB,ccomp,4,△피고
24,3,한다,하,AUX,aux,2,반환해야
24,4,△피고,△피+고,CCONJ,root,0,.
24,5,손민호,손민호,PROPN,compound,8,씨는
24,7,이기훈,이기훈,PROPN,conj,5,손민호
24,8,씨는,씨+는,NOUN,dislocated,14,배제된다고
24,9,낙스,낙스,PROPN,compound,10,관련
24,10,관련,관련,NOUN,compound,12,활동에서
24,11,모든,모든,ADJ,amod,12,활동에서
24,12,활동에서,활동+에서,ADV,advcl,14,배제된다고
24,13,영구적으로,영구+적+으로,ADV,advcl,14,배제된다고
24,14,배제된다고,배제+되+ㄴ다+고,VERB,conj,4,△피고
24,15,판결했다,판결+하+었+다,VERB,conj,4,△피고
25,1,판결문은,판결문+은,NOUN,dislocated,32,금지했다
25,2,또,또,ADV,advmod,3,피고
25,3,피고,피+고,CCONJ,root,0,.
25,4,손민호,손민호,NOUN,compound,9,접촉
25,6,이기훈,이기훈,PROPN,conj,4,손민호
25,7,씨의,씨+의,NOUN,nmod,9,접촉
25,8,회원,회원,NOUN,compound,9,접촉
25,9,접촉,접촉,NOUN,compound,15,접근
25,11,재정,재정,NOUN,compound,12,사용
25,12,사용,사용,NOUN,compound,18,직함
25,13,및,및,CCONJ,cc,31,접근을
25,14,계좌,계좌,NOUN,compound,15,접근
25,15,접근,접근,NOUN,compound,18,직함
25,17,공식,공식,NOUN,compound,18,직함
25,18,직함,직함,NOUN,advcl,32,금지했다
25,19,및,및,CCONJ,cc,25,명의로
25,20,대표,대표,NOUN,compound,21,명의
25,21,명의,명+의,NOUN,nmod,22,사용
25,22,사용,사용,NOUN,conj,18,직함
25,24,낙스,낙스,PROPN,compound,25,명의로
25,25,명의로,명의+로,ADV,advcl,32,금지했다
25,26,한국,한국,PROPN,compound,27,정부
25,27,정부,정부,NOUN,obj,32,금지했다
25,28,및,및,CCONJ,cc,31,접근을
25,29,외부,외부,NOUN,compound,30,기관
25,30,기관,기관,NOUN,compound,31,접근을
25,31,접근을,접근+을,NOUN,conj,27,정부
25,32,금지했다,금지+하+었+다,VERB,conj,3,피고
26,1,하지만,하지만,CCONJ,cc,7,아니다
26,2,이,이,DET,det,3,판결로
26,3,판결로,판결+로,ADV,advcl,5,일단락되는
26,4,문제가,문제+가,NOUN,nsubj,5,일단락되는
26,5,일단락되는,일단락+되+는,VERB,acl,6,게
26,6,게,게,NOUN,dep,7,아니다
26,7,아니다,아니+다,ADJ,root,0,.
27,1,재판을,재판+을,NOUN,obj,2,하면서
27,2,하면서,하+면서,CCONJ,ccomp,9,탓이다
27,3,양쪽,양쪽,NOUN,obl,4,편
27,4,편,편,NOUN,compound,5,감정의
27,5,감정의,감정+의,NOUN,nmod,6,골이
27,6,골이,골+이,NOUN,nsubj,8,깊어진
27,7,한층,한층,ADV,advmod,8,깊어진
27,8,깊어진,깊+어+지+ㄴ,VERB,amod,9,탓이다
27,9,탓이다,탓+이+다,VERB,root,0,.
28,1,패소한,패소+하+ㄴ,VERB,acl,2,측은
28,2,측은,측+은,NOUN,dislocated,14,듯하다
28,3,법원,법원,NOUN,compound,4,판결에는
28,4,판결에는,판결+에+는,NOUN,dislocated,5,따르되
28,5,따르되,따르되,NOUN,obl,9,바꿔서라도
28,7,다른,다르+ㄴ,ADJ,amod,8,이름으로
28,8,이름으로,이름+으로,ADV,advcl,9,바꿔서라도
28,9,바꿔서라도,바꿔서+라도,ADV,ccomp,11,운영하겠다는
28,10,독자,독자,NOUN,compound,11,운영하겠다는
28,11,운영하겠다는,운영+하+겠+다는,VERB,acl,12,생각을
28,12,생각을,생각+을,NOUN,obj,13,굳히는
28,13,굳히는,굳히+는,VERB,acl,14,듯하다
28,14,듯하다,듯+하+다,VERB,root,0,.
29,1,승소한,승소+하+ㄴ,VERB,acl,2,측이
29,2,측이,측+이,NOUN,nsubj,8,진행했다는
29,3,낙스,낙스,PROPN,compound,4,공금으로
29,4,공금으로,공금+으로,ADV,advcl,7,제기해
29,5,재판을,재판+을,NOUN,obj,7,제기해
29,6,먼저,먼저,ADV,advmod,7,제기해
29,7,제기해,제기+하+어,SCONJ,ccomp,8,진행했다는
29,8,진행했다는,진행+하+었+다는,VERB,acl,9,점도
29,9,점도,점+도,ADV,advcl,11,되고
29,10,문제가,문제+가,NOUN,csubj,11,되고
29,11,되고,되+고,VERB,root,0,.
29,12,있다,있,AUX,aux,11,되고
30,1,낙스를,낙스+를,NOUN,obj,3,한
30,2,상대로,상대+로,ADV,advcl,3,한
30,3,한,하+ㄴ,VERB,ccomp,4,소송이어서
30,4,소송이어서,소송+이+어서,SCONJ,ccomp,9,대응했다는
30,5,낙스의,낙스+의,NOUN,nmod,6,공금을
30,6,공금을,공금+을,NOUN,obj,7,사용해
30,7,사용해,사용+하+어,SCONJ,ccomp,9,대응했다는
30,8,재판에,재판+에,ADV,obl,9,대응했다는
30,9,대응했다는,대응+하+었+다는,VERB,ccomp,10,것이다
30,10,것이다,것+이+다,VERB,root,0,.
31,1,낙스의,낙스+의,NOUN,nmod,2,공금은
31,2,공금은,공금+은,NOUN,dislocated,10,지원금이다
31,3,한글학교들이,한글학교+들+이,NOUN,nsubj,4,낸
31,4,낸,내+ㄴ,VERB,acl,5,회비와
31,5,회비와,회비+와,CCONJ,nmod,10,지원금이다
31,6,재외동포청,재외+동포청,NOUN,conj,5,회비와
31,8,한국,한국,PROPN,compound,9,교육부의
31,9,교육부의,교육부+의,NOUN,nmod,10,지원금이다
31,10,지원금이다,지원금+이+다,VERB,root,0,.
32,1,회비는,회비+는,NOUN,dislocated,7,돈일
32,2,분규,분규,NOUN,compound,3,전에
32,3,전에,전+에,ADV,obl,6,낸
32,4,양쪽이,양쪽+이,NOUN,nsubj,6,낸
32,5,모두,모두,ADV,advmod,6,낸
32,6,낸,내+ㄴ,VERB,ccomp,7,돈일
32,7,돈일,돈+이+ㄹ,VERB,root,0,.
32,8,것이다,것+이+다,VERB,advcl,7,돈일
33,1,낙스,낙스,PROPN,compound,2,분규는
33,2,분규는,분규+는,NOUN,dislocated,4,싸움이다
33,3,내부의,내부+의,NOUN,nmod,4,싸움이다
33,4,싸움이다,싸우+ㅁ+이+다,VERB,root,0,.
